"REF_DATE","GEO","DGUID","Trade","North American Product Classification System (NAPCS)","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-06","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","128632","","","","0"
"2024-07","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","117202","","","","0"
"2024-08","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","129507","","","","0"
"2024-09","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","128695","","","","0"
"2024-10","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","132517","","","","0"
"2024-11","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","122622","","","","0"
"2024-12","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","140819","","","","0"
"2025-01","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","134206","","","","0"
"2025-02","Nova Scotia","2021A000212","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567086181","4.2.10.2","135015","","","","0"


