"REF_DATE","GEO","DGUID","Trade","North American Product Classification System (NAPCS)","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","338229","","","","0"
"2019-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","348795","","","","0"
"2019-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","392559","","","","0"
"2019-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","383494","","","","0"
"2019-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","367957","","","","0"
"2019-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","352286","","","","0"
"2020-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","342348","","","","0"
"2020-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","352568","","","","0"
"2020-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","337288","","","","0"
"2020-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","87066","","","","0"
"2020-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","103054","","","","0"
"2020-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","271830","","","","0"
"2020-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","280575","","","","0"
"2020-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","286151","","","","0"
"2020-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","286870","","","","0"
"2020-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","320520","","","","0"
"2020-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","290432","","","","0"
"2020-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","268229","","","","0"
"2021-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","261409","","","","0"
"2021-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","247646","","","","0"
"2021-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","325421","","","","0"
"2021-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","293419","","","","0"
"2021-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","284568","","","","0"
"2021-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","272368","","","","0"
"2021-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","229852","","","","0"
"2021-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","222052","","","","0"
"2021-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","259149","","","","0"
"2021-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","275428","","","","0"
"2021-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","301476","","","","0"
"2021-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","283417","","","","0"
"2022-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","205938","","","","0"
"2022-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","201268","","","","0"
"2022-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","284247","","","","0"
"2022-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","280132","","","","0"
"2022-05","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","293094","","","","0"
"2022-06","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","275468","","","","0"
"2022-07","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","279388","","","","0"
"2022-08","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","298314","","","","0"
"2022-09","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","311666","","","","0"
"2022-10","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","362485","","","","0"
"2022-11","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","335752","","","","0"
"2022-12","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","335578","","","","0"
"2023-01","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","317994","","","","0"
"2023-02","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","337340","","","","0"
"2023-03","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","420873","","","","0"
"2023-04","Quebec","2021A000224","Domestic export","Motor vehicles and parts [C19]","United States","Dollars","81","thousands","3","v1567087689","6.2.10.2","386180","","","","0"
